ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,CancellationPolicy,Crew,DCheckComplete,MoonClearanceComplete,Price,CompanyId,ShuttleId,ReviewScoresRating,ReviewScoresComfort,ReviewScoresAmenities,ReviewScoresTrip,ReviewScoresCrew,ReviewScoresLocation,ReviewScoresPrice,NumberOfReviews,ReviewsPerMonth,Id,CompanyRating,CompanyLocation,TotalFleetCount,IataApproved
Niue,Type F5,Plasma,ThetaBase Services,4,8,strict,4,False,False,4770,7732,52239,91,10,9,9,9,9,9,11,0.29,7732,1,Guinea,1,True
Faroe Islands,Type V5,Quantum,Warwick Technology Multinational,1,2,flexible,1,False,False,1520,25030,42076,100,9,9,10,10,9,9,3,0.07,25030,0.75,Micronesia,1,True
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,1975,1883,56321,88,9,9,10,10,9,9,88,1.62,1883,0.9,Reunion,2,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1325,27071,19294,96,10,9,10,10,10,10,59,1.08,27071,1,El Salvador,1,False
Anguilla,Type F5,Plasma,ThetaBase Services,2,6,strict,3,False,False,2430,40276,45445,98,10,10,10,10,10,10,31,0.59,40276,1,Anguilla,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2027,14747,8085,92,9,9,10,9,9,9,43,0.8,14747,1,Jersey,1,True
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,3294,14551,91,9,9,10,10,10,9,113,2.11,3294,1,Uganda,3,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,30916,43383,96,10,9,10,10,9,9,194,3.61,30916,1,Tunisia,3,False
Malta,Type O3,Nuclear,ThetaBase Services,1,16,strict,16,False,False,1208,44194,69084,79,8,8,8,8,8,8,27,0.64,44194,1,Indonesia,5,True
Niue,Type V5,Quantum,ThetaBase Services,0,2,moderate,1,True,False,1715,7581,21805,94,10,9,10,10,9,9,43,0.83,7581,1,Niue,1,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2157,39952,48685,78,9,9,9,8,9,8,12,0.22,39952,1,Tonga,21,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,1715,24198,72053,83,9,8,9,9,8,8,20,0.38,24198,0.25,French Guiana,4,False
Nicaragua,Type F5,Quantum,ThetaBase Services,0,2,strict,1,False,False,2027,1638,1463,95,10,10,10,10,10,9,79,1.46,1638,1,Jersey,1,False
Estonia,Type V2,Quantum,ThetaBase Services,1,3,strict,2,True,False,1195,27186,45437,91,10,10,10,10,9,9,140,3.84,27186,1,Zimbabwe,7,True
Rwanda,Type V2,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1650,24073,18470,97,10,10,10,10,9,9,19,0.37,24073,1,Zimbabwe,2,False
Niue,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1221,19682,44979,94,10,10,10,10,8,9,144,2.67,19682,1,Faroe Islands,15,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3,6,flexible,3,False,False,3171,16769,17874,97,10,10,10,10,10,10,43,0.86,16769,0.8,Isle of Man,2,False
Malta,Type G0,Plasma,ThetaBase Services,1,2,strict,1,False,False,1767,30283,49774,77,9,9,9,8,9,7,7,0.18,30283,1,Brazil,15,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1429,20785,76516,92,10,9,9,9,10,9,76,1.41,20785,0.63,Chad,2,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,moderate,3,False,False,1364,4588,32077,98,10,10,10,10,10,10,17,0.32,4588,1,Malawi,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,3,7,strict,4,False,False,5420,33823,74251,64,8,8,9,8,9,7,11,0.24,33823,0.78,France,17,True
Nicaragua,Type O3,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1520,19271,73348,100,10,10,10,10,10,10,1,0.05,19271,1,Jersey,11,False
Bouvet Island (Bouvetoya),Type Z6,Quantum,ThetaBase Services,1,3,moderate,1,False,False,1260,6566,594,97,10,10,10,10,9,10,33,1.48,6566,1,French Guiana,1,True
Malta,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1299,36726,50744,91,9,9,9,9,9,9,148,2.77,36726,0.94,Mexico,6,False
Malta,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1299,36726,51281,93,10,9,10,10,9,9,111,2.07,36726,0.94,Mexico,6,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1780,17801,18662,97,10,10,10,10,9,9,57,1.53,17801,0.8,Mauritania,2,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2,6,strict,4,False,False,3327,2353,31086,97,10,9,10,10,9,9,54,1.01,2353,1,Senegal,2,True
Niue,Type V2,Quantum,ThetaBase Services,1,1,strict,1,False,False,1455,4129,35317,98,10,10,10,10,10,10,90,2.22,4129,1,Niue,3,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,False,False,1988,36206,23416,80,9,8,9,9,8,8,45,0.85,36206,0.86,Russian Federation,10,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1455,36681,37595,99,10,10,10,10,10,10,32,0.63,36681,1,Tunisia,1,True
Faroe Islands,Type X3,Quantum,ThetaBase Services,1,4,strict,2,True,False,1845,43675,37015,92,9,9,10,9,9,9,44,0.84,43675,0.7,Micronesia,2,False
Barbados,Type V5,Plasma,ThetaBase Services,0,2,strict,1,True,False,2027,39952,5117,82,9,9,9,9,10,9,45,1.57,39952,1,Tonga,21,False
Malta,Type G0,Plasma,ThetaBase Services,0,2,strict,1,False,False,2040,35527,10168,98,10,10,10,10,10,10,20,0.68,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,0,2,strict,1,False,False,2040,35527,10724,92,9,10,10,10,10,9,15,0.29,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,0,2,strict,1,False,False,2040,35527,25426,94,10,9,10,10,10,9,13,0.45,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,0,2,strict,1,False,False,1910,35527,19644,96,10,10,10,10,10,10,10,0.8,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,0,4,strict,2,True,False,2170,35527,42657,100,10,10,10,10,10,10,8,0.28,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,1,4,strict,2,True,False,2690,35527,17187,93,10,10,10,10,10,10,3,0.11,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,1,4,strict,1,True,False,2690,35527,9988,96,10,10,10,10,10,10,5,1.16,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,1,4,strict,1,True,False,2430,35527,26968,96,10,9,10,10,10,10,5,0.15,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,2,4,strict,4,True,False,3470,35527,72023,100,10,10,10,10,10,10,2,0.81,35527,1,Marshall Islands,13,False
Malta,Type G0,Plasma,ThetaBase Services,2,6,strict,3,True,False,4705,35527,11666,93,9,9,9,10,10,9,3,0.69,35527,1,Marshall Islands,13,False
Malta,Type V5,Plasma,ThetaBase Services,0,2,strict,1,False,False,2287,34343,72159,96,10,10,10,10,10,10,21,0.4,34343,1,Marshall Islands,1,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1,3,strict,1,False,False,2170,11844,56196,91,9,9,10,10,9,9,22,0.53,11844,0.75,Saint Helena,1,True
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,0,False,False,1507,48455,67712,89,9,9,9,10,10,9,20,0.42,48455,0.89,Uzbekistan,20,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1585,29776,5075,95,10,9,10,10,9,9,16,0.91,29776,0.9,Russian Federation,2,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2430,20785,48045,91,10,8,10,9,10,9,53,1.03,20785,0.63,Chad,2,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2807,20758,1038,90,9,8,10,10,10,9,6,0.13,20758,1,Uzbekistan,2,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,30916,20339,94,10,9,10,10,9,9,153,2.95,30916,1,Tunisia,3,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,2,False,False,1689,9154,25207,96,9,10,10,10,10,10,16,0.31,9154,1,Djibouti,2,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3,6,flexible,6,False,False,2885,21781,14082,93,10,9,10,10,10,10,9,0.17,21781,1,Isle of Man,1,True
Malta,Type F5,Nuclear,ThetaBase Services,1,1,flexible,4,True,False,1104,12542,20034,83,8,9,9,8,8,9,83,1.7,12542,0.98,Mauritania,19,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2950,29203,58962,94,10,9,10,10,10,10,156,2.95,29203,1,Kenya,1,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2365,3916,75526,97,10,10,10,10,9,9,46,0.88,3916,1,Guernsey,1,True
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1585,48455,21580,90,9,9,9,10,10,9,45,0.85,48455,0.89,Uzbekistan,20,True
Costa Rica,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1195,42563,216,93,10,10,9,10,9,9,3,0.08,42563,0.9,Micronesia,3,True
Costa Rica,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1156,9711,12014,100,10,10,10,10,10,10,16,0.3,9711,0.89,Micronesia,2,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1520,31372,32938,94,10,9,10,10,10,9,234,4.63,31372,1,Russian Federation,1,True
Nicaragua,Type V5,Plasma,SIT Technology Unlimited,0,2,strict,1,False,False,1325,7970,68105,74,8,7,9,9,9,8,56,1.06,7970,0.9,Isle of Man,3,True
Russian Federation,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1260,38406,40534,85,9,8,9,9,9,9,117,2.21,38406,0.96,Russian Federation,6,True
Pakistan,Type V5,Plasma,ThetaBase Services,2,4,strict,3,False,False,2092,33166,70674,95,10,9,9,10,10,10,105,2.07,33166,1,Cocos (Keeling) Islands,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,3,9,strict,4,False,False,4237,24026,15055,88,9,8,10,10,10,9,31,0.92,24026,0.98,Cape Verde,69,True
Malta,Type V7,Plasma,ThetaBase Services,2,6,moderate,3,True,False,1910,34076,16822,88,9,9,10,10,9,9,24,0.46,34076,1,Niue,7,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,0,False,False,1377,44237,69516,98,10,10,10,10,10,10,83,1.62,44237,1,Andorra,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,2,strict,3,False,False,2365,29240,58833,100,10,10,10,10,10,8,4,0.29,29240,0.67,Kenya,1,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,2,False,False,2144,9154,17195,97,10,10,10,10,10,10,26,0.5,9154,1,Djibouti,2,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2040,27333,9845,100,10,10,10,10,10,10,1,0.15,27333,1,Netherlands,1,True
Barbados,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,False,False,3210,41178,56086,91,9,10,10,10,10,9,165,3.15,41178,0.5,Barbados,1,True
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1611,38387,22013,100,10,10,10,10,8,8,2,0.36,38387,1,Sao Tome and Principe,1,True
El Salvador,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1234,49119,18151,99,10,10,10,10,10,10,115,2.82,49119,1,Papua New Guinea,1,True
Uzbekistan,Type F5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1351,35368,6067,100,10,10,10,10,10,10,2,0.05,35368,1,Kiribati,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,2365,48616,54079,98,10,10,10,10,10,10,28,0.55,48616,1,El Salvador,2,True
Nicaragua,Type F1,Plasma,ThetaBase Services,1,3,strict,1,False,False,1910,28021,3458,82,9,8,9,9,9,9,97,1.91,28021,0.83,Isle of Man,2,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1624,40314,37400,98,10,10,10,10,10,10,165,3.29,40314,1,Gambia,1,False
Bosnia and Herzegovina,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,1715,12123,22222,90,9,10,10,10,8,9,22,0.44,12123,0.8,Puerto Rico,8,True
Bosnia and Herzegovina,Type X3,Quantum,ThetaBase Services,1,2,strict,1,True,False,1585,12123,25572,85,9,9,9,9,8,9,11,0.22,12123,0.8,Puerto Rico,8,True
Niue,Type V5,Plasma,ThetaBase Services,3,5,strict,0,False,False,2079,17270,61770,94,9,9,10,10,10,9,7,0.14,17270,1,Niue,1,True
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1624,8716,34144,100,10,10,10,9,9,10,4,0.28,8716,0.8,Sao Tome and Principe,2,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2,7,strict,3,False,False,3327,24026,18763,85,8,9,10,9,9,8,8,0.45,24026,0.98,Cape Verde,69,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1650,49696,4787,97,10,10,10,10,10,10,6,0.14,49696,1,Maldives,2,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,3,strict,2,False,False,1520,43430,62353,89,9,10,10,10,10,9,24,0.5,43430,1,Kenya,1,False
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1845,972,23377,100,9,10,9,9,9,9,3,0.06,972,1,El Salvador,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,4,False,False,4120,3934,1205,98,10,9,10,10,9,9,13,0.31,3934,1,Rwanda,4,False
Indonesia,Type O3,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1338,28568,74029,99,10,10,10,10,10,10,160,6.04,28568,1,Faroe Islands,3,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,3197,21053,31447,94,9,10,10,10,10,10,30,1.49,21053,0.9,Senegal,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2300,22781,54933,96,10,9,10,10,9,9,14,0.48,22781,1,Croatia,1,False
Rwanda,Type V5,Quantum,Warwick Technology Multinational,1,2,flexible,1,False,False,1351,19843,56635,94,10,9,10,10,10,10,87,2.77,19843,1,Turkmenistan,3,True
Malta,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,2027,22876,59533,80,8,8,8,4,8,8,1,0.02,22876,0.9,Marshall Islands,2,True
Niue,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1234,19682,21063,90,9,9,10,9,8,9,102,2.02,19682,1,Faroe Islands,15,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,5420,40678,49986,97,10,9,10,10,10,9,29,0.56,40678,1,Ecuador,3,True
Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,2,3,moderate,2,True,False,2950,5567,29818,90,10,8,10,10,10,9,6,0.12,5567,1,Bosnia and Herzegovina,2,True
Malta,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,3977,28950,10965,100,10,10,10,10,10,10,5,0.85,28950,1,Mexico,2,True
Malta,Type V2,Quantum,ThetaBase Services,1,2,strict,1,False,False,1325,46767,10275,100,10,10,10,10,10,10,24,0.58,46767,1,El Salvador,3,True
Micronesia,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1715,6113,7501,100,10,10,10,10,10,10,12,0.23,6113,1,Guinea,2,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,2,False,False,3470,6113,47767,91,9,9,10,10,10,9,14,0.33,6113,1,Guinea,2,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1715,37445,28277,92,9,9,9,9,9,9,19,0.39,37445,1,Jersey,2,False
Kiribati,Type O3,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1767,48348,9413,99,10,10,10,10,10,10,174,3.39,48348,1,United Kingdom,1,True
Wallis and Futuna,Type F5,Plasma,ThetaBase Services,3,4,strict,3,False,False,3210,47383,5327,100,10,10,10,10,10,10,1,0.03,47383,0,Marshall Islands,1,False
Russian Federation,Type V5,Plasma,ThetaBase Services,0,2,strict,1,False,False,2365,31801,15459,90,8,8,8,8,10,8,2,0.04,31801,0.5,Tonga,2,False
Costa Rica,Type V2,Quantum,ThetaBase Services,1,2,strict,1,False,False,1390,21644,49021,97,10,9,9,10,9,9,16,1.1,21644,1,Australia,1,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1390,4636,41782,93,10,10,10,10,9,9,108,2.1,4636,0.9,Peru,1,True
Costa Rica,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2820,48511,40351,95,10,9,10,10,10,9,30,0.63,48511,0.9,Christmas Island,1,True
Russian Federation,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1650,18123,10957,96,10,10,10,10,10,10,30,0.59,18123,1,Russian Federation,3,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,1,flexible,0,False,False,1598,4868,3963,80,9,9,9,10,9,7,3,0.06,4868,1,Jersey,2,True
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2690,37760,27357,97,9,10,10,10,10,9,26,0.51,37760,1,Niue,1,True
Barbados,Type Z6,Plasma,ThetaBase Services,0,2,strict,1,True,False,2495,7254,39704,95,10,10,10,10,10,9,129,2.63,7254,0.88,Tonga,1,True
Kiribati,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1351,18705,50601,86,9,8,10,9,9,9,126,2.52,18705,1,Nicaragua,2,False
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2235,24085,65212,97,10,10,10,10,10,10,26,0.52,24085,1,Gibraltar,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3340,9061,8821,97,10,10,10,10,10,10,17,0.58,9061,1,Rwanda,2,True
Kiribati,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1351,18705,15022,89,9,8,10,9,9,9,131,2.63,18705,1,Nicaragua,2,False
Estonia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1325,39632,7077,98,10,10,10,10,10,10,69,1.36,39632,1,Zimbabwe,1,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,5,strict,4,False,False,2625,46427,42751,90,9,9,9,10,10,9,127,2.64,46427,0.81,Sao Tome and Principe,4,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,strict,3,False,False,2430,31040,29337,98,10,10,10,10,9,10,27,0.53,31040,1,El Salvador,2,True
Guinea,Type V5,Plasma,ThetaBase Services,2,6,moderate,4,True,False,2820,12107,56328,96,10,9,10,10,10,9,14,0.28,12107,1,Fiji,2,True
Niue,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1195,19682,25406,93,9,10,10,10,8,9,116,2.3,19682,1,Faroe Islands,15,True
Russian Federation,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1650,18123,57512,100,10,10,10,10,10,10,7,0.17,18123,1,Russian Federation,3,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,1910,28852,11702,95,10,10,10,10,10,9,56,1.2,28852,1,Gambia,1,True
Brazil,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1091,7102,4415,85,9,8,9,9,9,9,22,0.74,7102,1,Vanuatu,4,True
Niue,Type V2,Plasma,ThetaBase Services,3,7,moderate,4,False,False,3340,44442,70224,100,10,10,10,10,10,9,2,0.43,44442,1,Russian Federation,2,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2105,12035,71809,95,10,10,10,10,10,9,65,1.35,12035,1,Uzbekistan,1,True
Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1715,8483,39521,97,10,10,10,10,10,10,51,1.03,8483,1,Peru,2,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1260,11160,72242,98,10,10,10,10,10,10,294,5.83,11160,1,Gibraltar,1,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1403,38494,76129,100,10,10,10,10,10,10,14,0.32,38494,1,Palestinian Territory,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,6,strict,2,False,False,2625,32556,44622,93,9,9,9,9,9,9,12,0.44,32556,0.9,Estonia,11,True
Niue,Type V5,Quantum,Warwick Technology Multinational,1,1,moderate,1,False,False,1260,45860,8576,100,10,10,10,10,10,10,2,0.04,45860,1,Niue,1,True
Rwanda,Type V5,Plasma,ThetaBase Services,0,3,strict,1,False,False,2157,32556,72692,93,9,9,10,10,10,9,33,1.2,32556,0.9,Estonia,11,True
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2105,45546,13501,100,10,10,10,10,10,9,6,0.12,45546,1,Cape Verde,19,True
Anguilla,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1312,21363,34096,84,9,8,10,9,9,9,33,0.66,21363,1,Guinea,2,True
Costa Rica,Type V2,Quantum,ThetaBase Services,1,2,strict,1,False,False,1715,9196,1005,99,10,10,10,10,10,10,99,1.99,9196,1,Jersey,1,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,3,strict,2,True,False,1780,19166,32538,92,10,10,10,10,9,9,5,0.53,19166,1,Brazil,2,True
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1494,6061,54698,91,9,8,10,9,10,9,38,0.76,6061,0,Tonga,2,True
Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1,2,flexible,2,False,False,1650,27732,37642,70,6,7,10,6,9,5,2,0.05,27732,1,Puerto Rico,3,True
Niue,Type V2,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1845,7237,25615,99,10,10,10,10,10,10,33,0.67,7237,1,Guinea,1,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1832,11332,50290,100,10,10,10,10,10,10,6,0.13,11332,1,Croatia,2,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2430,49014,62348,96,10,10,10,10,10,10,10,0.28,49014,1,Tonga,1,True
Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1715,8483,22731,92,10,9,9,10,9,9,50,1,8483,1,Peru,2,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,1975,36206,39352,85,9,9,9,9,9,8,62,1.59,36206,0.86,Russian Federation,10,False
Costa Rica,Type F5,Plasma,ThetaBase Services,4,8,flexible,5,True,False,3210,37066,19667,91,10,9,10,10,9,9,16,0.62,37066,1,Micronesia,1,True
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1897,48158,3701,97,10,10,10,10,10,10,14,0.29,48158,1,Canada,1,True
Nicaragua,Type V2,Quantum,ThetaBase Services,1,2,strict,1,False,False,1520,14204,7751,97,10,10,10,10,10,10,51,1.05,14204,1,Jersey,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,False,False,2040,96,3488,95,10,9,10,10,9,9,31,0.63,96,1,Mexico,2,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2300,24432,23856,90,10,10,10,10,9,9,2,0.11,24432,1,Andorra,2,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1390,24432,47487,93,10,9,10,10,9,9,53,1.09,24432,1,Andorra,2,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1845,18500,65524,93,9,8,10,10,10,9,13,0.28,18500,1,Lithuania,1,False
Pakistan,Type F5,Plasma,ThetaBase Services,5,12,strict,7,False,False,4757,38469,12351,99,10,10,10,10,10,10,43,1.05,38469,1,Cocos (Keeling) Islands,3,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2,3,flexible,2,True,False,1975,4868,44181,87,9,9,10,9,9,9,6,0.13,4868,1,Jersey,2,True
Kiribati,Type F5,Plasma,ThetaBase Services,3,6,strict,6,True,False,4120,12164,59587,100,10,10,10,10,10,10,19,0.41,12164,1,Nicaragua,8,False
Sao Tome and Principe,Type G0,Quantum,ThetaBase Services,1,2,strict,1,True,False,1507,7981,3930,92,9,9,10,10,9,9,26,0.61,7981,1,Sao Tome and Principe,4,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,3,moderate,1,False,False,2105,15185,41375,100,10,10,10,10,10,9,12,2.83,15185,1,Uzbekistan,1,False
Bouvet Island (Bouvetoya),Type V7,Plasma,ThetaBase Services,2,4,flexible,0,False,False,2755,12800,68305,100,10,10,10,10,10,10,1,0.02,12800,1,Malawi,2,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1260,5823,47561,98,10,9,10,10,9,10,21,0.5,5823,1,Tanzania,1,True
